id,age,job,marital,education,default_credit,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
2783,77,retired,married,unknown,False,1807,False,False,telephone,20,oct,373,1,-1,0,unknown,True
2784,36,technician,married,secondary,False,480,False,False,cellular,20,oct,213,1,-1,0,unknown,True
2785,65,retired,married,secondary,False,571,True,False,cellular,20,oct,349,1,183,2,success,True
2786,54,technician,married,secondary,False,3994,False,True,cellular,20,oct,595,2,187,2,success,True
2787,46,admin.,single,secondary,False,1693,True,False,cellular,20,oct,427,1,-1,0,unknown,True
2788,28,management,single,tertiary,False,80,False,False,cellular,20,oct,676,2,146,2,failure,True
2789,61,management,married,tertiary,False,267,False,False,cellular,21,oct,192,3,184,1,success,True
2790,53,housemaid,married,primary,False,2581,False,False,cellular,21,oct,828,1,189,1,failure,True
2791,27,student,single,tertiary,False,1134,False,False,cellular,21,oct,825,1,183,4,success,True
2792,55,unemployed,divorced,secondary,False,309,False,False,cellular,21,oct,467,2,184,1,success,True
2793,33,management,single,tertiary,False,6807,False,False,cellular,21,oct,512,2,184,1,success,True
2794,87,retired,divorced,primary,False,6746,False,False,telephone,21,oct,749,1,-1,0,unknown,True
2795,57,management,married,tertiary,False,375,False,False,cellular,21,oct,135,1,-1,0,unknown,True
2796,33,self-employed,single,tertiary,False,658,True,False,cellular,21,oct,307,1,208,1,success,True
2797,51,technician,married,secondary,False,371,True,True,cellular,21,oct,287,1,-1,0,unknown,True
2798,76,retired,divorced,primary,False,2693,False,False,cellular,21,oct,107,2,-1,0,unknown,True
2799,19,student,single,secondary,False,329,False,False,cellular,22,oct,252,2,-1,0,unknown,True
2800,33,admin.,married,tertiary,False,79,True,False,cellular,22,oct,249,2,335,2,failure,True
2801,55,management,divorced,tertiary,False,0,False,False,cellular,22,oct,360,5,-1,0,unknown,True
2802,31,blue-collar,single,unknown,False,6281,False,False,cellular,22,oct,257,1,128,3,other,True
2803,92,retired,married,unknown,False,775,False,False,cellular,22,oct,313,3,-1,0,unknown,True
2804,30,technician,single,tertiary,False,411,False,False,cellular,22,oct,127,3,149,2,failure,True
2805,68,retired,single,tertiary,False,2144,False,False,cellular,22,oct,277,1,184,2,success,True
2806,41,technician,single,tertiary,False,431,False,False,cellular,22,oct,133,1,107,2,success,True
2807,29,self-employed,married,secondary,False,123,False,True,cellular,22,oct,247,1,184,3,success,True
2808,27,blue-collar,single,secondary,False,3792,False,False,cellular,22,oct,504,1,183,2,success,True
2809,78,retired,married,unknown,False,4807,False,False,telephone,22,oct,1002,4,-1,0,unknown,True
2810,82,retired,married,primary,False,8603,False,False,cellular,22,oct,306,3,107,1,success,True
2811,29,technician,single,tertiary,False,2178,False,False,cellular,22,oct,260,2,139,1,other,True
2812,76,retired,married,tertiary,False,2991,False,False,cellular,22,oct,344,1,183,1,success,True
2813,38,management,married,tertiary,False,4174,False,False,cellular,23,oct,336,2,184,5,failure,True
2814,60,technician,married,secondary,False,10925,False,False,cellular,23,oct,270,3,185,1,success,True
2815,33,services,divorced,secondary,False,2411,True,False,cellular,23,oct,130,1,161,1,failure,True
2816,43,blue-collar,married,secondary,False,14646,False,False,cellular,23,oct,210,1,-1,0,unknown,True
2817,61,retired,married,secondary,False,86,False,False,cellular,23,oct,149,1,-1,0,unknown,True
2818,43,technician,single,unknown,False,11115,False,False,cellular,23,oct,476,1,74,2,success,True
2819,57,management,married,primary,False,6900,False,False,cellular,23,oct,255,4,185,2,failure,True
2820,33,management,married,tertiary,False,5878,False,False,cellular,23,oct,438,1,430,2,failure,True
2821,77,management,married,unknown,False,1780,True,False,cellular,23,oct,221,2,183,3,success,True
2822,35,technician,single,secondary,False,183,False,False,cellular,23,oct,281,1,52,4,failure,True
2823,59,retired,married,primary,False,3648,False,False,telephone,23,oct,257,2,126,3,success,True
2824,76,retired,married,secondary,False,4112,False,False,telephone,23,oct,282,2,-1,0,unknown,True
2825,73,retired,married,primary,False,542,False,False,cellular,26,oct,355,1,180,5,failure,True
2826,81,retired,married,primary,False,243,False,False,cellular,27,oct,131,1,-1,0,unknown,True
2827,41,unknown,single,unknown,False,942,False,False,cellular,27,oct,143,1,188,1,success,True
2828,57,technician,married,secondary,False,254,False,False,cellular,27,oct,207,1,-1,0,unknown,True
2829,28,technician,single,unknown,False,0,True,False,cellular,27,oct,96,1,267,1,failure,True
2830,38,blue-collar,single,secondary,False,0,False,False,cellular,27,oct,297,1,75,3,failure,True
2831,52,services,married,secondary,False,992,True,False,cellular,27,oct,424,1,515,1,failure,True
2832,22,student,single,secondary,False,23,False,False,cellular,27,oct,137,1,-1,0,unknown,True
2833,53,unknown,married,primary,False,732,False,False,cellular,27,oct,759,2,-1,0,unknown,True
2834,60,admin.,married,unknown,False,4629,True,False,cellular,27,oct,624,1,-1,0,unknown,True
2835,56,management,married,secondary,False,0,False,False,cellular,27,oct,298,1,111,8,other,True
2836,38,housemaid,divorced,secondary,False,70,False,False,cellular,27,oct,255,3,148,1,success,True
2837,44,management,single,tertiary,False,5063,False,False,cellular,27,oct,418,2,-1,0,unknown,True
2838,69,retired,divorced,secondary,False,4572,False,False,telephone,27,oct,146,2,56,1,other,True
2839,36,student,single,tertiary,False,129,False,False,cellular,27,oct,149,1,-1,0,unknown,True
2840,75,self-employed,married,unknown,False,4984,False,False,telephone,28,oct,509,1,-1,0,unknown,True
2841,65,retired,married,primary,False,1004,False,False,cellular,28,oct,371,1,-1,0,unknown,True
2842,64,retired,married,secondary,False,4787,False,False,cellular,28,oct,501,1,-1,0,unknown,True
2843,30,admin.,single,secondary,False,914,True,False,cellular,28,oct,524,3,272,1,failure,True
2844,57,housemaid,married,tertiary,False,2326,False,False,cellular,28,oct,207,1,194,1,success,True
2845,31,management,married,tertiary,False,81,True,False,cellular,29,oct,164,2,-1,0,unknown,True
2846,36,management,married,tertiary,False,203,False,False,cellular,29,oct,139,1,-1,0,unknown,True
2847,64,management,married,tertiary,False,3951,False,False,cellular,29,oct,164,1,-1,0,unknown,True
2848,54,technician,married,unknown,False,240,True,False,cellular,29,oct,142,1,-1,0,unknown,True
2849,26,admin.,single,secondary,False,338,False,False,cellular,29,oct,209,1,188,2,unknown,True
2850,51,self-employed,single,secondary,False,0,False,False,cellular,29,oct,1707,2,-1,0,unknown,True
2851,72,retired,married,secondary,False,0,False,False,cellular,29,oct,189,3,-1,0,unknown,True
2852,30,management,married,tertiary,False,944,False,False,cellular,29,oct,251,2,-1,0,unknown,True
2853,60,blue-collar,married,primary,False,5,False,False,cellular,29,oct,401,1,-1,0,unknown,True
2854,30,management,single,tertiary,False,697,False,False,cellular,29,oct,215,3,80,5,success,True
2855,66,retired,married,tertiary,False,1948,False,False,cellular,29,oct,106,2,269,2,failure,True
2856,50,technician,married,secondary,False,3654,False,False,cellular,29,oct,215,2,78,2,other,True
2857,47,management,single,tertiary,False,551,False,False,cellular,29,oct,124,1,-1,0,unknown,True
2858,80,retired,married,primary,False,997,False,False,cellular,29,oct,746,2,86,1,other,True
2859,61,management,married,tertiary,False,477,True,False,cellular,29,oct,377,1,520,1,other,True
2860,47,management,married,tertiary,False,3663,False,False,cellular,29,oct,424,2,213,3,success,True
2861,30,technician,single,secondary,False,853,False,False,cellular,29,oct,279,1,148,1,failure,True
2862,21,student,single,primary,False,8278,False,False,cellular,29,oct,445,1,-1,0,unknown,True
2863,62,management,married,tertiary,False,7458,False,False,cellular,30,oct,212,2,-1,0,unknown,True
2864,26,technician,single,secondary,False,44,False,False,cellular,30,oct,217,1,-1,0,unknown,True
2865,36,blue-collar,married,secondary,False,1193,False,False,cellular,30,oct,640,1,-1,0,unknown,True
2866,87,retired,married,primary,False,230,False,False,cellular,30,oct,144,1,-1,0,unknown,True
2867,61,retired,married,primary,False,8729,False,False,cellular,30,oct,480,1,-1,0,unknown,True
2868,70,retired,married,secondary,False,2384,False,False,cellular,30,oct,196,2,-1,0,unknown,True
2869,60,management,married,tertiary,False,3401,False,False,cellular,30,oct,294,1,270,1,failure,True
2870,41,services,married,tertiary,False,881,False,False,cellular,30,oct,257,3,-1,0,unknown,True
2871,22,student,single,secondary,False,1522,False,False,cellular,30,oct,368,2,-1,0,unknown,True
2872,60,retired,divorced,secondary,False,4243,False,False,cellular,30,oct,416,2,-1,0,unknown,True
2873,54,technician,married,secondary,False,473,False,True,cellular,2,nov,182,1,81,1,failure,True
2874,35,self-employed,single,tertiary,False,5462,False,False,cellular,2,nov,188,1,186,1,success,True
2875,59,management,married,secondary,False,4412,False,False,cellular,2,nov,162,2,-1,0,unknown,True
2876,29,student,single,unknown,False,10332,False,False,cellular,2,nov,46,3,-1,0,unknown,True
2877,48,management,married,secondary,False,0,True,True,cellular,3,nov,1233,1,351,2,failure,True
2878,37,management,married,tertiary,False,238,False,False,cellular,3,nov,149,1,-1,0,unknown,True
2879,36,management,single,tertiary,False,62,True,False,cellular,3,nov,566,1,182,7,failure,True
2880,52,admin.,single,secondary,False,2398,True,False,cellular,3,nov,412,1,-1,0,unknown,True
2881,67,retired,divorced,secondary,False,704,False,False,cellular,3,nov,537,1,-1,0,unknown,True
2882,36,self-employed,married,tertiary,False,506,False,False,cellular,3,nov,217,1,70,2,failure,True
2883,64,management,married,unknown,False,2352,False,False,cellular,3,nov,181,4,183,7,success,True
2884,29,technician,single,secondary,False,938,False,False,cellular,3,nov,358,1,-1,0,unknown,True
2885,27,management,single,tertiary,False,1720,False,False,cellular,3,nov,284,2,273,1,failure,True
2886,76,retired,married,primary,False,1492,False,False,telephone,3,nov,383,1,-1,0,unknown,True
2887,34,management,married,tertiary,False,1778,False,False,cellular,4,nov,358,1,162,2,failure,True
2888,54,technician,married,secondary,False,0,False,False,cellular,6,nov,464,5,192,8,other,True
2889,67,retired,married,primary,False,942,False,False,cellular,6,nov,455,2,84,2,other,True
2890,24,technician,married,secondary,False,556,True,False,cellular,6,nov,368,2,80,2,success,True
2891,53,admin.,married,secondary,False,10541,False,False,cellular,9,nov,178,1,-1,0,unknown,True
2892,33,student,married,secondary,False,1536,False,False,cellular,9,nov,262,1,94,2,success,True
2893,24,student,single,tertiary,False,235,False,False,cellular,9,nov,118,1,-1,0,unknown,True
2894,32,management,single,tertiary,False,935,False,False,cellular,9,nov,165,1,91,7,success,True
2895,60,self-employed,married,tertiary,False,10861,False,False,cellular,9,nov,98,1,91,2,failure,True
2896,64,entrepreneur,married,tertiary,False,2331,False,False,telephone,9,nov,201,1,-1,0,unknown,True
2897,35,management,single,tertiary,False,1228,False,False,cellular,9,nov,696,2,88,12,failure,True
2898,24,student,single,secondary,False,125,False,False,cellular,9,nov,263,1,90,1,failure,True
2899,42,management,married,tertiary,False,2816,False,False,cellular,10,nov,193,2,-1,0,unknown,True
2900,40,management,married,tertiary,False,0,False,False,cellular,10,nov,147,1,96,8,success,True
2901,33,management,married,tertiary,False,22867,True,False,cellular,10,nov,266,2,92,3,failure,True
2902,71,housemaid,divorced,primary,False,1311,False,False,cellular,10,nov,301,2,91,1,success,True
2903,52,unemployed,married,secondary,False,94,False,False,cellular,10,nov,293,3,190,10,failure,True
2904,47,admin.,married,secondary,False,0,False,False,cellular,10,nov,213,1,190,1,other,True
2905,49,management,married,primary,False,3371,False,False,cellular,11,nov,269,2,-1,0,unknown,True
2906,26,management,single,tertiary,False,943,False,False,cellular,11,nov,166,1,195,1,success,True
2907,40,management,married,tertiary,False,9366,False,False,cellular,11,nov,69,3,-1,0,unknown,True
2908,32,technician,single,tertiary,False,6746,False,False,cellular,11,nov,199,1,-1,0,unknown,True
2909,33,services,married,secondary,False,1076,False,False,cellular,11,nov,131,1,96,5,failure,True
2910,35,management,married,tertiary,False,0,True,False,cellular,11,nov,229,2,96,3,success,True
2911,53,management,married,tertiary,False,1624,False,False,cellular,11,nov,166,3,97,7,success,True
2912,20,student,single,unknown,False,801,False,False,cellular,11,nov,244,2,-1,0,unknown,True
2913,44,self-employed,divorced,tertiary,False,1070,True,False,cellular,11,nov,172,1,91,5,success,True
2914,21,student,single,secondary,False,123,False,False,telephone,11,nov,513,1,91,1,success,True
2915,36,blue-collar,single,secondary,False,3623,False,False,unknown,12,nov,71,1,378,1,success,True
2916,31,management,single,tertiary,False,533,False,False,cellular,12,nov,90,3,93,6,success,True
2917,42,technician,married,secondary,False,994,True,False,cellular,12,nov,227,3,93,6,success,True
2918,33,services,married,secondary,False,386,False,False,cellular,12,nov,253,1,92,4,failure,True
2919,29,management,single,tertiary,False,1026,False,False,cellular,12,nov,226,1,92,1,other,True
2920,30,unemployed,single,secondary,False,2424,False,False,cellular,12,nov,110,1,279,1,failure,True
2921,32,management,married,tertiary,False,1331,False,False,cellular,12,nov,126,1,92,5,failure,True
2922,54,unknown,married,secondary,False,2206,False,False,cellular,12,nov,104,1,99,2,other,True
2923,82,retired,divorced,tertiary,False,0,False,False,telephone,12,nov,226,1,-1,0,unknown,True
2924,47,management,married,tertiary,False,4693,False,True,cellular,12,nov,89,1,97,3,success,True
2925,48,blue-collar,married,secondary,False,1230,True,False,cellular,12,nov,169,1,196,2,success,True
2926,77,retired,divorced,secondary,False,3417,False,False,cellular,12,nov,134,1,-1,0,unknown,True
2927,38,admin.,married,secondary,False,1767,True,False,cellular,12,nov,893,7,-1,0,unknown,True
2928,27,student,single,tertiary,False,5291,False,False,cellular,12,nov,192,2,92,2,failure,True
2929,43,services,single,secondary,False,3403,True,False,cellular,12,nov,707,2,97,2,success,True
2930,33,technician,married,secondary,False,133,False,False,cellular,12,nov,627,2,192,1,success,True
2931,27,admin.,single,secondary,False,4745,False,False,telephone,12,nov,411,4,192,1,other,True
2932,76,retired,married,primary,False,3324,False,False,cellular,13,nov,122,1,92,3,success,True
2933,81,retired,married,primary,False,5220,False,False,telephone,13,nov,135,1,94,2,other,True
2934,71,retired,married,primary,False,2600,False,False,cellular,13,nov,186,2,98,1,success,True
2935,39,admin.,married,secondary,False,260,True,False,cellular,13,nov,226,1,94,4,success,True
2936,18,student,single,primary,False,608,False,False,cellular,13,nov,210,1,93,1,success,True
2937,58,services,divorced,secondary,False,462,False,False,cellular,13,nov,495,1,93,1,success,True
2938,44,technician,divorced,secondary,False,14,False,False,cellular,13,nov,167,1,92,1,success,True
2939,67,retired,married,secondary,False,1146,False,False,cellular,13,nov,259,1,92,2,failure,True
2940,31,services,single,secondary,False,181,False,False,cellular,13,nov,239,2,93,2,success,True
2941,61,retired,married,secondary,False,3114,False,False,cellular,13,nov,381,1,-1,0,unknown,True
2942,36,technician,single,secondary,False,376,False,False,cellular,13,nov,193,1,92,1,success,True
2943,56,retired,married,primary,False,9367,False,False,telephone,13,nov,271,2,92,4,success,True
2944,24,student,single,secondary,False,382,False,False,cellular,13,nov,256,2,92,3,failure,True
2945,33,admin.,married,secondary,False,920,False,False,cellular,16,nov,130,1,95,2,failure,True
2946,34,blue-collar,single,unknown,False,129,True,True,cellular,16,nov,295,1,200,2,success,True
2947,58,admin.,married,secondary,False,169,False,False,cellular,16,nov,301,1,94,3,failure,True
2948,64,retired,married,unknown,False,679,False,False,telephone,16,nov,167,1,-1,0,unknown,True
2949,27,blue-collar,single,secondary,False,535,False,False,cellular,16,nov,183,1,94,1,success,True
2950,63,management,married,tertiary,False,3115,False,False,cellular,16,nov,432,5,-1,0,unknown,True
2951,23,student,single,secondary,False,1234,False,False,cellular,16,nov,250,1,-1,0,unknown,True
2952,37,technician,single,tertiary,False,197,False,False,cellular,16,nov,175,1,200,1,success,True
2953,43,management,married,tertiary,False,3186,False,False,cellular,16,nov,380,1,88,1,failure,True
2954,35,technician,married,tertiary,False,3160,True,False,cellular,16,nov,445,2,95,1,failure,True
2955,33,blue-collar,married,primary,False,195,False,False,cellular,16,nov,984,5,-1,0,unknown,True
2956,75,retired,married,tertiary,False,6027,False,False,cellular,16,nov,1248,2,94,2,failure,True
2957,40,admin.,married,tertiary,False,764,True,False,unknown,17,nov,85,1,-1,0,unknown,True
2958,52,management,married,tertiary,False,583,False,False,cellular,17,nov,209,1,91,2,failure,True
2959,55,technician,divorced,tertiary,False,0,False,False,cellular,17,nov,134,2,91,1,success,True
2960,71,retired,married,secondary,False,5715,False,False,cellular,17,nov,747,2,-1,0,unknown,True
2961,78,retired,married,tertiary,False,1204,False,False,telephone,17,nov,135,1,-1,0,unknown,True
2962,35,technician,married,secondary,False,4922,True,False,cellular,17,nov,393,4,201,17,other,True
2963,52,technician,married,secondary,False,234,False,False,cellular,17,nov,255,1,-1,0,unknown,True
2964,31,management,single,tertiary,False,9421,False,False,cellular,25,nov,372,1,-1,0,unknown,True
2965,31,admin.,single,secondary,False,4198,False,False,cellular,25,nov,234,1,-1,0,unknown,True
2966,38,management,married,unknown,False,3576,False,False,cellular,25,nov,349,2,183,1,success,True
2967,28,student,single,secondary,False,1925,False,False,cellular,25,nov,487,1,97,2,failure,True
2968,72,retired,married,secondary,False,1129,False,False,cellular,25,nov,208,1,91,1,success,True
2969,29,admin.,single,secondary,False,265,True,False,cellular,25,nov,414,1,184,1,failure,True
2970,46,housemaid,married,secondary,False,38,False,False,cellular,25,nov,541,1,-1,0,unknown,True
2971,53,technician,married,secondary,False,1982,True,True,cellular,27,nov,160,1,-1,0,unknown,True
2972,58,technician,married,secondary,False,3399,False,False,telephone,30,nov,1628,2,188,8,success,True
2973,22,student,single,tertiary,False,691,False,False,cellular,30,nov,260,5,103,1,success,True
2974,28,admin.,married,secondary,False,330,False,False,cellular,2,dec,357,1,188,3,other,True
2975,31,technician,married,secondary,False,318,False,False,cellular,2,dec,310,1,-1,0,unknown,True
2976,26,blue-collar,single,tertiary,False,644,False,False,cellular,2,dec,346,1,-1,0,unknown,True
2977,60,retired,divorced,tertiary,False,4,True,False,cellular,2,dec,415,1,190,5,failure,True
2978,29,technician,single,secondary,False,1165,False,False,cellular,3,dec,244,2,184,1,success,True
2979,36,admin.,divorced,tertiary,False,4708,False,False,cellular,3,dec,284,1,171,1,failure,True
2980,68,retired,married,tertiary,False,2820,False,False,cellular,3,dec,154,1,97,2,failure,True
2981,48,management,married,tertiary,False,1147,False,False,cellular,3,dec,155,1,120,3,success,True
2982,53,unemployed,married,primary,False,980,True,False,cellular,3,dec,352,1,-1,0,unknown,True
2983,39,technician,married,secondary,False,2983,False,False,cellular,3,dec,472,1,-1,0,unknown,True
2984,28,services,single,secondary,False,339,False,False,cellular,3,dec,350,1,182,1,success,True
2985,72,retired,married,unknown,False,1940,False,False,telephone,4,dec,705,2,-1,0,unknown,True
2986,29,management,single,tertiary,False,1445,False,False,cellular,4,dec,271,2,-1,0,unknown,True
2987,26,student,single,tertiary,False,294,False,False,cellular,4,dec,208,2,-1,0,unknown,True
2988,49,management,married,tertiary,False,5887,False,False,cellular,4,dec,439,3,185,5,success,True
2989,43,management,single,tertiary,False,11891,False,False,cellular,4,dec,821,5,242,1,success,True
2990,28,student,single,unknown,False,78,False,False,cellular,4,dec,232,3,310,2,failure,True
2991,44,admin.,single,secondary,False,733,True,False,cellular,4,dec,360,2,105,5,success,True
2992,73,retired,divorced,primary,False,5028,False,False,cellular,4,dec,696,10,-1,0,unknown,True
2993,39,management,married,tertiary,False,481,False,False,cellular,7,dec,929,5,189,1,other,True
2994,29,student,single,secondary,False,314,False,False,cellular,7,dec,415,2,116,4,failure,True
2995,31,technician,married,secondary,False,684,True,False,cellular,7,dec,620,3,-1,0,unknown,True
2996,30,student,single,secondary,False,1681,False,False,cellular,7,dec,329,2,-1,0,unknown,True
2997,50,admin.,married,secondary,False,10250,True,False,cellular,7,dec,254,3,385,2,other,True
2998,42,management,married,tertiary,False,254,False,False,cellular,9,dec,288,7,183,4,success,True
2999,37,admin.,married,secondary,False,0,True,False,cellular,9,dec,179,1,190,1,success,True
3000,49,technician,married,secondary,False,307,False,False,cellular,9,dec,854,1,-1,0,unknown,True
3001,59,unemployed,married,secondary,False,957,False,False,cellular,9,dec,479,2,-1,0,unknown,True
3002,80,retired,married,primary,False,155,False,False,telephone,9,dec,343,2,-1,0,unknown,True
3003,86,retired,single,secondary,False,614,False,False,telephone,9,dec,595,1,-1,0,unknown,True
3004,69,retired,married,unknown,False,426,False,False,telephone,9,dec,395,1,-1,0,unknown,True
3005,79,retired,married,secondary,False,8304,False,False,cellular,9,dec,456,2,275,9,success,True
3006,36,services,married,secondary,False,4721,False,False,cellular,9,dec,149,3,-1,0,unknown,True
3007,49,management,married,tertiary,False,395,False,False,cellular,10,dec,336,5,-1,0,unknown,True
3008,69,retired,married,secondary,False,3588,True,False,cellular,10,dec,429,1,-1,0,unknown,True
3009,66,retired,married,unknown,False,2540,False,False,telephone,10,dec,441,2,156,1,other,True
3010,32,management,divorced,tertiary,False,883,True,False,cellular,10,dec,798,1,185,5,other,True
3011,47,management,single,tertiary,False,4402,False,False,telephone,10,dec,805,1,190,1,other,True
3012,58,management,married,tertiary,False,256,False,False,cellular,10,dec,422,1,188,3,success,True
3013,64,retired,married,primary,False,43,False,False,cellular,10,dec,232,1,-1,0,unknown,True
3014,72,retired,married,primary,False,3856,False,False,cellular,10,dec,582,4,115,1,other,True
3015,79,retired,married,primary,False,3025,False,False,cellular,11,dec,166,3,126,3,other,True
3016,30,technician,married,secondary,False,2326,False,False,cellular,14,dec,420,1,175,2,failure,True
3017,36,management,married,tertiary,False,925,False,False,cellular,14,dec,321,3,189,4,success,True
3018,53,entrepreneur,married,tertiary,False,1961,False,False,cellular,15,dec,351,1,-1,0,unknown,True
3019,34,management,married,tertiary,False,2037,False,False,cellular,15,dec,324,2,-1,0,unknown,True
3020,29,student,single,secondary,False,459,False,False,cellular,15,dec,279,3,189,19,other,True
3021,29,management,single,tertiary,False,572,False,False,cellular,16,dec,314,1,195,1,success,True
3022,81,retired,divorced,secondary,False,452,False,False,telephone,16,dec,443,1,-1,0,unknown,True
3023,57,retired,married,secondary,False,5313,False,False,cellular,16,dec,283,2,196,1,success,True
3024,72,retired,married,secondary,False,1533,False,False,cellular,16,dec,546,2,-1,0,unknown,True
3025,34,services,married,secondary,False,1337,False,False,cellular,17,dec,330,2,127,3,success,True
3026,57,management,divorced,unknown,False,2986,False,False,cellular,17,dec,222,2,231,1,failure,True
3027,66,housemaid,married,primary,False,1230,False,False,cellular,17,dec,726,3,-1,0,unknown,True
3028,27,student,single,secondary,False,538,False,False,cellular,18,dec,170,4,197,2,success,True
3029,50,management,married,tertiary,False,5108,True,False,cellular,18,dec,406,1,182,2,failure,True
3030,75,retired,divorced,secondary,False,1341,False,False,cellular,18,dec,415,7,-1,0,unknown,True
3031,50,services,married,secondary,False,320,False,False,telephone,21,dec,294,3,315,4,success,True
3032,32,admin.,single,secondary,False,131,True,False,cellular,21,dec,322,1,189,1,success,True
3033,59,retired,married,primary,False,2074,False,False,cellular,21,dec,467,1,186,2,success,True
3034,68,retired,married,secondary,False,1443,False,False,telephone,21,dec,2062,2,257,1,success,True
3035,31,technician,married,tertiary,False,3338,True,False,cellular,21,dec,264,2,-1,0,unknown,True
3036,64,self-employed,married,tertiary,False,661,False,False,cellular,21,dec,367,2,294,2,failure,True
3037,30,unemployed,divorced,secondary,False,7105,False,False,cellular,22,dec,321,2,-1,0,unknown,True
3038,60,admin.,married,secondary,False,3735,False,False,cellular,22,dec,190,1,188,9,success,True
3039,35,management,single,tertiary,False,538,False,False,cellular,22,dec,410,3,165,2,other,True
3040,72,retired,married,primary,False,4657,False,False,cellular,22,dec,305,3,309,5,success,True
3041,30,blue-collar,married,primary,False,5,False,False,cellular,23,dec,282,1,203,1,success,True
3042,52,unemployed,divorced,secondary,False,230,False,False,cellular,24,dec,422,2,-1,0,unknown,True
3043,33,management,married,tertiary,False,1808,False,False,cellular,28,dec,250,3,-1,0,unknown,True
3044,84,retired,married,secondary,False,81204,False,False,telephone,28,dec,679,1,313,2,other,True
3045,43,management,married,tertiary,False,3518,False,False,cellular,28,dec,206,2,196,2,success,True
3046,39,technician,single,tertiary,False,25,True,False,cellular,28,dec,315,1,210,2,success,True
3047,25,technician,married,tertiary,False,2551,False,False,cellular,28,dec,400,3,-1,0,unknown,True
3048,38,admin.,married,secondary,False,11303,False,False,cellular,28,dec,473,2,216,2,failure,True
3049,44,management,married,unknown,False,2724,False,False,cellular,28,dec,893,1,-1,0,unknown,True
3050,20,student,single,unknown,False,755,False,False,cellular,29,dec,284,1,-1,0,unknown,True
3051,32,management,single,tertiary,False,718,True,False,cellular,29,dec,155,1,197,1,success,True
3052,23,services,single,secondary,False,870,False,False,cellular,29,dec,296,1,176,4,success,True
3053,35,unemployed,married,secondary,False,978,False,False,cellular,29,dec,1370,3,209,3,success,True
3054,61,management,married,secondary,False,544,False,False,cellular,29,dec,63,3,200,9,success,True
3055,46,management,divorced,tertiary,False,461,False,False,cellular,30,dec,369,2,-1,0,unknown,True
3056,70,retired,married,primary,False,2795,False,False,cellular,8,jan,301,2,-1,0,unknown,True
3057,25,technician,single,secondary,False,139,False,True,cellular,11,jan,202,1,91,1,success,True
3058,57,retired,married,secondary,False,1044,False,False,telephone,11,jan,585,1,192,2,success,True
3059,55,admin.,married,secondary,False,1633,False,False,cellular,11,jan,210,1,192,2,success,True
3060,33,management,married,tertiary,False,6513,True,False,cellular,11,jan,170,1,343,1,other,True
3061,73,retired,married,primary,False,1388,False,False,telephone,11,jan,767,2,83,1,success,True
3062,34,unemployed,single,secondary,False,15,False,False,cellular,12,jan,377,1,-1,0,unknown,True
3063,31,technician,single,secondary,False,2544,False,False,cellular,12,jan,229,1,279,2,success,True
3064,25,blue-collar,single,secondary,False,2007,False,False,cellular,12,jan,265,2,-1,0,unknown,True
3065,30,technician,married,tertiary,False,2166,False,False,cellular,12,jan,316,2,-1,0,unknown,True
3066,28,self-employed,single,tertiary,False,4579,False,False,cellular,12,jan,409,2,-1,0,unknown,True
3067,21,student,single,secondary,False,2488,False,False,telephone,12,jan,661,2,92,1,success,True
3068,87,retired,married,primary,False,2190,False,False,telephone,12,jan,512,2,-1,0,unknown,True
3069,22,student,single,secondary,False,254,False,False,cellular,13,jan,143,2,-1,0,unknown,True
3070,28,self-employed,single,tertiary,False,1579,False,False,cellular,13,jan,163,1,91,3,failure,True
3071,31,unemployed,married,tertiary,False,330,False,False,cellular,13,jan,260,1,194,2,success,True
3072,60,retired,married,secondary,False,938,False,False,cellular,13,jan,380,3,-1,0,unknown,True
3073,41,technician,single,unknown,False,5372,True,False,cellular,13,jan,248,3,-1,0,unknown,True
3074,24,student,single,secondary,False,3176,False,False,cellular,13,jan,108,2,-1,0,unknown,True
3075,54,management,divorced,tertiary,False,496,False,False,cellular,13,jan,452,3,-1,0,unknown,True
3076,35,technician,single,tertiary,False,0,False,False,cellular,14,jan,187,7,-1,0,unknown,True
3077,70,retired,divorced,primary,False,482,False,False,telephone,14,jan,372,1,196,2,success,True
3078,62,blue-collar,married,secondary,False,180,False,False,cellular,14,jan,183,1,90,4,other,True
3079,59,technician,married,primary,False,4198,False,False,cellular,14,jan,309,1,91,10,success,True
3080,48,unemployed,married,secondary,False,817,False,False,cellular,14,jan,517,1,282,4,success,True
3081,45,admin.,married,secondary,False,5021,False,False,cellular,14,jan,233,1,-1,0,unknown,True
3082,36,admin.,married,unknown,False,991,False,False,cellular,14,jan,589,2,-1,0,unknown,True
3083,33,services,single,secondary,False,133,False,False,cellular,14,jan,305,2,274,1,success,True
3084,32,admin.,married,secondary,False,366,False,False,cellular,14,jan,366,2,-1,0,unknown,True
3085,60,retired,divorced,tertiary,False,979,True,False,cellular,15,jan,295,3,347,1,failure,True
3086,39,management,married,tertiary,False,2939,False,False,cellular,15,jan,348,2,-1,0,unknown,True
3087,37,admin.,single,secondary,False,4803,False,False,cellular,15,jan,396,2,-1,0,unknown,True
3088,85,retired,married,primary,False,1255,False,False,cellular,15,jan,233,3,-1,0,unknown,True
